SeqName	length	bit-score	eValue	hitName	GOs	ACC
contig_823	516	44.2838	0.00819237	gb|KAF1854001.1|hypothetical protein Lal_00005214 [Lupinus albus]	GO:0003677, GO:0006281, GO:0000166, GO:0005737, GO:0005524, GO:0016887	A0A6A5KZ50	
contig_212	713	37.3502	1.69364	dbj|GFC72071.1|reverse transcriptase domain-containing protein [Tanacetum cinerariifolium]	GO:0003964, GO:0006278	A0A699QH25	
contig_1911	617	35.039	2.86309	dbj|GFA14579.1|putative reverse transcriptase domain-containing protein [Tanacetum cinerariifolium]	GO:0003964, GO:0006278	A0A699J710	
contig_2644	598	34.6538	21.7205	gb|ABE77191.1|putative non-LTR retroelement reverse transcriptase [Sorghum bicolor]	GO:0003964, GO:0006278	Q1KSC2	
contig_2950	754	50.8322	1.93484E-5	gb|AKM12485.1|reverse transcriptase, partial [Ixora foliicalyx]	GO:0003964, GO:0006278	A0A0K0NLL3	
contig_3153	623	34.2686	25.3696	gb|PWA50907.1|reverse transcriptase domain, Reverse transcriptase zinc-binding domain protein [Artemisia annua]	GO:0003964, GO:0006278	A0A2U1LPH2	
contig_2278	504	35.8094	6.01174	gb|PHT57502.1|hypothetical protein T459_35527 [Capsicum annuum]	GO:0003677, GO:0006270, GO:0003887, GO:0006310, GO:0071897	A0A2G2XJ26	
contig_1168	745	155.606	2.73429E-40	gb|KAF1853991.1|hypothetical protein Lal_00005204 [Lupinus albus]	GO:0003677, GO:0009294, GO:0046872, GO:0005694, GO:0003916, GO:0003917, GO:0006265, GO:0016853	A0A6A5KZ41	
contig_1589	644	234.187	5.09266E-75	dbj|GFC72684.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0003677, GO:0003918, GO:0006265, GO:0016853, GO:0005524	A0A699QL04	
contig_3244	645	118.627	6.89821E-28	dbj|GBG79988.1|hypothetical protein CBR_g30249 [Chara braunii]	GO:0090305, GO:0003887, GO:0006260, GO:0016779, GO:0008408, GO:0003824, GO:0016740, GO:0071897	A0A388LCG7	
contig_507	540	143.665	9.55293E-38	gb|KZV15419.1|protein STICHEL [Dorcoceras hygrometricum]	GO:0003677, GO:0003887, GO:0006260, GO:0000166, GO:0009360, GO:0071897, GO:0005524	A0A2Z7A1X1	
contig_1065	536	67.3958	1.19994E-10	gb|KAF1857495.1|hypothetical protein Lal_00042814 [Lupinus albus]	GO:0003677, GO:0000166, GO:0046496, GO:0047453, GO:0052857, GO:0052855, GO:0016853, GO:0052856, GO:0016887, GO:0006260, GO:0016836, GO:0016829, GO:0043565, GO:0005524	A0A6A5LDL9	
contig_1947	544	144.436	2.0563E-37	gb|KAF1857495.1|hypothetical protein Lal_00042814 [Lupinus albus]	GO:0003677, GO:0000166, GO:0046496, GO:0047453, GO:0052857, GO:0052855, GO:0016853, GO:0052856, GO:0016887, GO:0006260, GO:0016836, GO:0016829, GO:0043565, GO:0005524	A0A6A5LDL9	
contig_2117	623	161.77	6.05451E-43	gb|KAF1857495.1|hypothetical protein Lal_00042814 [Lupinus albus]	GO:0003677, GO:0000166, GO:0046496, GO:0047453, GO:0052857, GO:0052855, GO:0016853, GO:0052856, GO:0016887, GO:0006260, GO:0016836, GO:0016829, GO:0043565, GO:0005524	A0A6A5LDL9	
contig_1160	705	199.519	4.76479E-57	gb|KAF1853112.1|hypothetical protein Lal_00009472 [Lupinus albus]	GO:0003677, GO:0003887, GO:0006260, GO:0009360, GO:0005737, GO:0016491, GO:0019430, GO:0004791, GO:0071897	A0A6A5L3C6	
contig_225	546	315.079	6.44072E-101	gb|KAF1854683.1|hypothetical protein Lal_00007147 [Lupinus albus]	GO:0008152, GO:0000166, GO:0006260, GO:0003824, GO:0016491, GO:0004748, GO:0005524	A0A6A5L578	
contig_2627	546	120.168	5.89074E-29	gb|KAF1854683.1|hypothetical protein Lal_00007147 [Lupinus albus]	GO:0008152, GO:0000166, GO:0006260, GO:0003824, GO:0016491, GO:0004748, GO:0005524	A0A6A5L578	
contig_1954	590	75.8702	2.39634E-13	gb|KAF1857582.1|hypothetical protein Lal_00014591 [Lupinus albus]	GO:0003677, GO:0032508, GO:0003678, GO:0003824, GO:0016491, GO:0006508, GO:0006260, GO:0030170, GO:0009058, GO:0004185, GO:0008890, GO:0004386, GO:0006567	A0A6A5LFZ7	
contig_2710	857	112.849	5.79675E-25	gb|KAF1857582.1|hypothetical protein Lal_00014591 [Lupinus albus]	GO:0003677, GO:0032508, GO:0003678, GO:0003824, GO:0016491, GO:0006508, GO:0006260, GO:0030170, GO:0009058, GO:0004185, GO:0008890, GO:0004386, GO:0006567	A0A6A5LFZ7	
contig_2767	739	179.104	1.30167E-51	dbj|GFC01077.1|hypothetical protein OsJ_31696 [Tanacetum cinerariifolium]	GO:0006281, GO:0006260, GO:0000166, GO:0032508, GO:0043138, GO:0003676	A0A699N6L6	
contig_1095	866	221.09	1.84616E-62	dbj|GEU28501.1|DNA polymerase III, alpha subunit [Tanacetum cinerariifolium]	GO:0006281, GO:0090305, GO:0006260, GO:0003887, GO:0016779, GO:0008408, GO:0016020, GO:0016021, GO:0071897, GO:0016740, GO:0006974	A0A699GG95	
contig_476	1225	453.751	1.94184E-141	dbj|GEU29194.1|DNA polymerase III, alpha subunit [Tanacetum cinerariifolium]	GO:0090305, GO:0006281, GO:0006260, GO:0016779, GO:0003887, GO:0008408, GO:0003824, GO:0016740, GO:0071897, GO:0006974	A0A699GHB1	
contig_1026	965	81.6481	4.01263E-14	dbj|GEU29194.1|DNA polymerase III, alpha subunit [Tanacetum cinerariifolium]	GO:0090305, GO:0006281, GO:0006260, GO:0016779, GO:0003887, GO:0008408, GO:0003824, GO:0016740, GO:0071897, GO:0006974	A0A699GHB1	
contig_1924	654	433.335	1.07252E-143	gb|KAF1853241.1|hypothetical protein Lal_00009602 [Lupinus albus]	GO:0006281, GO:0016757, GO:0032508, GO:0000166, GO:0006260, GO:0006310, GO:0004386, GO:0008168, GO:0043138, GO:0016787, GO:0005524, GO:0003676	A0A6A5KWY9	
contig_2630	560	160.229	9.49E-43	gb|KAF1853241.1|hypothetical protein Lal_00009602 [Lupinus albus]	GO:0006281, GO:0016757, GO:0032508, GO:0000166, GO:0006260, GO:0006310, GO:0004386, GO:0008168, GO:0043138, GO:0016787, GO:0005524, GO:0003676	A0A6A5KWY9	
contig_275	627	50.447	1.41004E-4	gb|KAF1856332.1|hypothetical protein Lal_00049374 [Lupinus albus]	GO:0003677, GO:0000166, GO:0032508, GO:0003678, GO:0016787, GO:0006281, GO:0006260, GO:0004386, GO:0006310, GO:0043138, GO:0005524, GO:0005634, GO:0003676	A0A6A5LCF4	
contig_760	645	415.616	5.13617E-140	gb|KAF1857525.1|hypothetical protein Lal_00042845 [Lupinus albus]	GO:0003677, GO:0000166, GO:0003678, GO:0032508, GO:0016787, GO:0006281, GO:0006260, GO:0004386, GO:0008168, GO:0006310, GO:0043138, GO:0005524, GO:0005634, GO:0003676	A0A6A5LDP9	
contig_1502	842	343.969	5.29461E-111	gb|KAF1857525.1|hypothetical protein Lal_00042845 [Lupinus albus]	GO:0003677, GO:0000166, GO:0003678, GO:0032508, GO:0016787, GO:0006281, GO:0006260, GO:0004386, GO:0008168, GO:0006310, GO:0043138, GO:0005524, GO:0005634, GO:0003676	A0A6A5LDP9	
contig_405	617	122.479	2.43781E-29	gb|EEC76877.1|hypothetical protein OsI_15081 [Oryza sativa Indica Group]	GO:0003677, GO:0000166, GO:0003910, GO:0005737, GO:0045261, GO:0016020, GO:0046034, GO:0043231, GO:0003909, GO:0016874, GO:0032559, GO:0015986, GO:0006281, GO:0006260, GO:0004386, GO:0006310, GO:1902600, GO:0006811, GO:0046933, GO:0005524, GO:0006754	B8AR75	
contig_1294	719	96.2857	8.48728E-20	gb|EEC76877.1|hypothetical protein OsI_15081 [Oryza sativa Indica Group]	GO:0003677, GO:0000166, GO:0003910, GO:0005737, GO:0045261, GO:0016020, GO:0046034, GO:0043231, GO:0003909, GO:0016874, GO:0032559, GO:0015986, GO:0006281, GO:0006260, GO:0004386, GO:0006310, GO:1902600, GO:0006811, GO:0046933, GO:0005524, GO:0006754	B8AR75	
contig_1688	533	34.6538	12.2341	ref|XP_016503139.1|PREDICTED: uncharacterized protein LOC107821229 isoform X3 [Nicotiana tabacum]	GO:0003677, GO:0006281, GO:0006260, GO:0006310, GO:0005634	A0A1S4CQ92	
contig_2654	1074	73.1738	1.14556E-12	gb|KEH15492.1|firmicute plasmid replication protein RepL [Medicago truncatula]	GO:0006260, GO:0006276	A0A072TDL7	
contig_3325	836	167.933	1.81996E-44	gb|KAF1852665.1|hypothetical protein Lal_00008806 [Lupinus albus]	GO:0003677, GO:0003678, GO:0006260, GO:0000166, GO:0032508, GO:0046872, GO:0004386, GO:0005524, GO:0016787, GO:0006269, GO:0003676	A0A6A5KZ02	
contig_1859	537	38.1206	1.03644	gb|EXB40315.1|putative DNA primase large subunit [Morus notabilis]	GO:0003677, GO:0006270, GO:0005658, GO:0006260, GO:0046872, GO:0051539, GO:0006269, GO:0051536	W9QLG1	
contig_1226	500	36.5798	3.84858	gb|KAF2282445.1|hypothetical protein GH714_043916 [Hevea brasiliensis]	GO:0003677, GO:0003887, GO:0006260, GO:0006261, GO:0071897, GO:0003676	A0A6A6K1W6	
contig_2198	535	99.7525	2.96491E-23	ref|XP_019052192.1|PREDICTED: uncharacterized protein LOC109114297 [Nelumbo nucifera]	GO:0006260, GO:0005524	A0A1U8Q095	
contig_1048	784	126.331	4.8999E-30	gb|KAF1855046.1|hypothetical protein Lal_00009358 [Lupinus albus]	GO:0003677, GO:0006260, GO:0000166, GO:0016020, GO:0016021, GO:0005524, GO:0016887	A0A6A5L256	
contig_167	528	54.299	4.4141E-6	dbj|GEU28400.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0090305, GO:0008408, GO:0004527, GO:0004518, GO:0004519, GO:0140664, GO:0016787, GO:0006259	A0A699GFB5	
contig_1161	508	99.3673	1.34715E-22	gb|KAF1857136.1|hypothetical protein Lal_00042762 [Lupinus albus]	GO:0003677, GO:0006281, GO:0000166, GO:0008094, GO:0140664, GO:0006310, GO:0005524, GO:0003697, GO:0006974, GO:0006259	A0A6A5L7P8	
contig_2597	931	406.371	4.10993E-141	dbj|GFB44555.1|DNA repair protein RecA homolog 3, mitochondrial isoform X2 [Tanacetum cinerariifolium]	GO:0003677, GO:0006281, GO:0000166, GO:0008094, GO:0140664, GO:0006310, GO:0005524, GO:0003697, GO:0006974, GO:0006259	A0A699LRC7	
contig_803	505	35.8094	5.64672	gb|KVH90464.1|DNA glycosylase [Cynara cardunculus var. scolymus]	GO:0003677, GO:0006281, GO:0046872, GO:0003824, GO:0080111, GO:0006284, GO:0051539, GO:0019104, GO:0005634, GO:0006259, GO:0035514, GO:0051536	A0A103XGU9	
contig_518	602	38.1206	1.20124	dbj|GFH22431.1|recombinase A [Haematococcus lacustris]	GO:0006281, GO:0003677, GO:0000166, GO:0008094, GO:0140664, GO:0003697, GO:0005524, GO:0006259	A0A699ZJE8	
contig_578	500	305.064	4.00524E-98	gb|KAF1853114.1|hypothetical protein Lal_00009474 [Lupinus albus]	GO:0003677, GO:0006281, GO:0000166, GO:0008094, GO:0016491, GO:0140664, GO:0003697, GO:0005524, GO:0006259	A0A6A5KQJ0	
contig_96	512	110.153	7.71598E-27	gb|KAF1854841.1|hypothetical protein Lal_00003847 [Lupinus albus]	GO:0003677, GO:0003918, GO:0006265, GO:0005524, GO:0006259	A0A6A5L1D4	
contig_1253	614	321.627	5.46251E-106	gb|KAF1853233.1|hypothetical protein Lal_00009594 [Lupinus albus]	GO:0006281, GO:0006260, GO:0016779, GO:0003887, GO:0046872, GO:0016740, GO:0071897, GO:0003684, GO:0006259, GO:0006974	A0A6A5L111	
contig_1877	740	99.3673	5.20881E-21	gb|KAF1853233.1|hypothetical protein Lal_00009594 [Lupinus albus]	GO:0006281, GO:0006260, GO:0016779, GO:0003887, GO:0046872, GO:0016740, GO:0071897, GO:0003684, GO:0006259, GO:0006974	A0A6A5L111	
contig_1592	825	144.436	2.13023E-40	gb|OUS44728.1|deoxyuridine 5'-triphosphate nucleotidohydrolase [Ostreococcus tauri]	GO:0000287, GO:0004170, GO:0046872, GO:0009117, GO:0016787, GO:0046081, GO:0006226	A0A1Y5I5C7	
contig_3095	773	263.848	1.39378E-86	gb|KAF1856349.1|hypothetical protein Lal_00001467 [Lupinus albus]	GO:0005737, GO:0009041, GO:0044210, GO:0033862, GO:0046940, GO:0006221	A0A6A5L6G4	
contig_2160	653	147.517	3.49301E-43	dbj|GFD55061.1|uridine 5'-monophosphate synthase [Tanacetum cinerariifolium]	GO:0006221, GO:0044205, GO:0004588	A0A699XDZ9	
contig_2208	622	419.468	4.01635E-138	gb|KAF1853093.1|hypothetical protein Lal_00009452 [Lupinus albus]	GO:0000166, GO:0006807, GO:0046872, GO:0004088, GO:0006221, GO:0016874, GO:0044205, GO:0005524	A0A6A5L0M9	
contig_146	650	108.997	1.29168E-25	gb|KAF1857481.1|hypothetical protein Lal_00042800 [Lupinus albus]	GO:0005737, GO:0044210, GO:0046940, GO:0006221, GO:0033862, GO:0006412	A0A6A5L875	
contig_24	500	56.225	5.45227E-7	gb|OUS44587.1|pyrG protein [Ostreococcus tauri]	GO:0000166, GO:0006241, GO:0044210, GO:0006221, GO:0006541, GO:0016874, GO:0003883, GO:0005524	A0A1Y5I7A8	
contig_2478	539	224.557	1.5214E-68	gb|KAF1857143.1|hypothetical protein Lal_00042769 [Lupinus albus]	GO:0000166, GO:0006241, GO:0044210, GO:0006221, GO:0006541, GO:0016874, GO:0003883, GO:0005524	A0A6A5LBZ3	
contig_2246	837	39.2762	1.29185	ref|XP_024359151.1|methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial-like [Physcomitrium patens]	GO:0016491, GO:0004491, GO:0005739, GO:0006210, GO:0018478, GO:0006574, GO:0016620	A9RTB7	
contig_339	574	55.8398	1.5894E-6	gb|KAF1854355.1|hypothetical protein Lal_00013154 [Lupinus albus]	GO:0005737, GO:0006207, GO:0016627, GO:0016491, GO:0004152, GO:0016020, GO:0044205, GO:0019867	A0A6A5L4A3	
contig_519	1181	187.193	2.89989E-49	gb|KAF1854355.1|hypothetical protein Lal_00013154 [Lupinus albus]	GO:0005737, GO:0006207, GO:0016627, GO:0016491, GO:0004152, GO:0016020, GO:0044205, GO:0019867	A0A6A5L4A3	
contig_2885	584	115.546	3.88579E-27	gb|KAF1854355.1|hypothetical protein Lal_00013154 [Lupinus albus]	GO:0005737, GO:0006207, GO:0016627, GO:0016491, GO:0004152, GO:0016020, GO:0044205, GO:0019867	A0A6A5L4A3	
contig_301	870	85.8853	6.37924E-16	gb|KAF2281723.1|hypothetical protein GH714_042547 [Hevea brasiliensis]	GO:0005737, GO:0006207, GO:0016627, GO:0005739, GO:0016491, GO:0016020, GO:0004152, GO:0016021, GO:0004594, GO:0044205, GO:0005743	A0A6A6K060	
contig_862	542	82.4185	1.00915E-15	gb|OAO89106.1|hypothetical protein AXX17_ATUG04390 [Arabidopsis thaliana]	GO:0005737, GO:0006207, GO:0016627, GO:0016491, GO:0005739, GO:0016020, GO:0004152, GO:0016021, GO:0015969, GO:0016740, GO:0044205, GO:0005743	A0A178U587	
contig_2109	527	291.582	1.06037E-96	gb|KAF1855309.1|hypothetical protein Lal_00003750 [Lupinus albus]	GO:0006207, GO:0004088, GO:0006541	A0A6A5L3I7	
contig_1276	517	97.8265	2.83873E-21	dbj|GEU28049.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0006207, GO:0004590, GO:0016829, GO:0006221, GO:0044205, GO:0016831	A0A699GDG9	
contig_2147	510	343.199	7.48265E-116	gb|KAF1853386.1|hypothetical protein Lal_00009753 [Lupinus albus]	GO:0008152, GO:0006207, GO:0003824, GO:0004590, GO:0016829, GO:0006221, GO:0044205, GO:0004588	A0A6A5KXE8	
contig_2343	533	112.464	9.74925E-28	gb|KAF1853595.1|hypothetical protein Lal_00030668 [Lupinus albus]	GO:0009058, GO:0008864, GO:0006730, GO:0006189, GO:0016787	A0A6A5L201	
contig_3300	551	274.248	1.59839E-89	ref|XP_002502911.1|predicted protein [Micromonas commoda]	GO:0000166, GO:0006189, GO:0004641, GO:0016874, GO:0005524	C1E8K7	
contig_3394	555	102.449	2.83286E-23	ref|XP_002502911.1|predicted protein [Micromonas commoda]	GO:0000166, GO:0006189, GO:0004641, GO:0016874, GO:0005524	C1E8K7	
contig_2874	588	376.326	3.19496E-118	gb|KAF1856556.1|hypothetical protein Lal_00046869, partial [Lupinus albus]	GO:0006537, GO:0006807, GO:0046872, GO:0016491, GO:0051538, GO:0051536, GO:0015930, GO:0016638, GO:0016639, GO:0006177, GO:0006541, GO:0008652, GO:0097054	A0A6A5L634	
contig_2901	712	379.793	9.46202E-119	gb|KAF1856556.1|hypothetical protein Lal_00046869, partial [Lupinus albus]	GO:0006537, GO:0006807, GO:0046872, GO:0016491, GO:0051538, GO:0051536, GO:0015930, GO:0016638, GO:0016639, GO:0006177, GO:0006541, GO:0008652, GO:0097054	A0A6A5L634	
contig_3158	516	180.644	3.66917E-50	gb|KAF1856556.1|hypothetical protein Lal_00046869, partial [Lupinus albus]	GO:0006537, GO:0006807, GO:0046872, GO:0016491, GO:0051538, GO:0051536, GO:0015930, GO:0016638, GO:0016639, GO:0006177, GO:0006541, GO:0008652, GO:0097054	A0A6A5L634	
contig_433	567	132.88	1.73516E-34	gb|KAF1854225.1|hypothetical protein Lal_00045172 [Lupinus albus]	GO:0016757, GO:0044209, GO:0005737, GO:0003999, GO:0016020, GO:0016021, GO:0006168, GO:0006166, GO:0016740	A0A6A5L3Y0	
contig_2529	654	414.075	4.42291E-144	gb|KAF1853073.1|hypothetical protein Lal_00009431 [Lupinus albus]	GO:0000166, GO:0006183, GO:0005525, GO:0005737, GO:0003723, GO:0006241, GO:0046872, GO:0003924, GO:0006165, GO:0004550, GO:0006228, GO:0016787	A0A6A5L0L0	
contig_1289	581	36.965	3.47714	dbj|GIL72278.1|hypothetical protein Vretifemale_2655 [Volvox reticuliferus]	GO:0009113, GO:0006164, GO:0004044, GO:0016740, GO:0006189	A0A8J4C1E5	
contig_2400	530	116.316	4.63352E-29	gb|KAF1856528.1|hypothetical protein Lal_00049054 [Lupinus albus]	GO:0000166, GO:0004637, GO:0009113, GO:0006164, GO:0046872, GO:0006189, GO:0016874, GO:0005524	A0A6A5L905	
contig_1525	675	351.288	6.67071E-115	gb|KAF1853197.1|hypothetical protein Lal_00009557 [Lupinus albus]	GO:0000166, GO:0009113, GO:0006164, GO:0004639, GO:0004044, GO:0016740, GO:0006189, GO:0016874, GO:0005524, GO:0051536	A0A6A5KUF1	
contig_183	698	276.174	1.8228E-82	gb|KAF1857581.1|hypothetical protein Lal_00014590 [Lupinus albus]	GO:0000166, GO:0009113, GO:0004639, GO:0006164, GO:0046872, GO:0004044, GO:0016740, GO:0006189, GO:0004642, GO:0016874, GO:0005524, GO:0051536	A0A6A5L8G2	
contig_470	530	301.597	1.70543E-94	gb|KAF1853262.1|hypothetical protein Lal_00009624 [Lupinus albus]	GO:0000166, GO:0003824, GO:0003937, GO:0016740, GO:0016874, GO:0016787, GO:0008152, GO:0009058, GO:0006164, GO:0006189, GO:0004641, GO:0004644, GO:0005524, GO:0004643	A0A6A5L3U7	
contig_2457	613	167.548	5.03747E-45	gb|QDZ18995.1|phosphoribosylformylglycinamidine synthase [Chloropicon primus]	GO:0000166, GO:0006164, GO:0046872, GO:0006541, GO:0006189, GO:0004642, GO:0016874, GO:0005524	A0A5B8MH19	
contig_1566	595	170.629	1.9143E-51	gb|KAF1853177.1|hypothetical protein Lal_00009537 [Lupinus albus]	GO:0043727, GO:0003824, GO:0006164, GO:0004638, GO:0006189, GO:0016831, GO:0016853	A0A6A5KUD3	
contig_2080	767	469.929	9.83054E-166	gb|KAF1853199.1|hypothetical protein Lal_00009559 [Lupinus albus]	GO:0000166, GO:0046872, GO:0006164, GO:0004638, GO:0006189, GO:0005524	A0A6A5KX68	
contig_1452	571	294.664	1.66247E-92	gb|KAF1856344.1|hypothetical protein Lal_00048622 [Lupinus albus]	GO:0000166, GO:0003922, GO:0006164, GO:0046037, GO:0016462, GO:0006177, GO:0006541, GO:0016874, GO:0005524	A0A6A5L138	
contig_1992	699	63.1586	1.26282E-8	gb|KAF1856344.1|hypothetical protein Lal_00048622 [Lupinus albus]	GO:0000166, GO:0003922, GO:0006164, GO:0046037, GO:0016462, GO:0006177, GO:0006541, GO:0016874, GO:0005524	A0A6A5L138	
contig_2405	690	189.119	1.72143E-52	gb|KAF1855836.1|hypothetical protein Lal_00001518 [Lupinus albus]	GO:0000166, GO:0005737, GO:0006164, GO:0046872, GO:0016491, GO:0003824, GO:0003938, GO:0006177	A0A6A5L479	
contig_2369	503	192.2	2.59309E-57	gb|KAF1857578.1|hypothetical protein Lal_00014587 [Lupinus albus]	GO:0004019, GO:0000166, GO:0005525, GO:0000287, GO:0005737, GO:0009507, GO:0006164, GO:0046872, GO:0006167, GO:0016874, GO:0044208, GO:0009536	A0A6A5LBW8	
contig_1174	579	50.0618	1.67362E-4	gb|KAF1855525.1|hypothetical protein Lal_00001051 [Lupinus albus]	GO:0000166, GO:0044281, GO:0017061, GO:0003922, GO:0046872, GO:0006807, GO:0003824, GO:0016462, GO:0051539, GO:0016874, GO:0016765, GO:0051536, GO:0009234, GO:0006164, GO:0016829, GO:0009116, GO:0006177, GO:0006166, GO:0006541, GO:0044238, GO:0005524	A0A6A5L7N9	
contig_2385	1040	214.927	1.99512E-59	gb|KAF1855525.1|hypothetical protein Lal_00001051 [Lupinus albus]	GO:0000166, GO:0044281, GO:0017061, GO:0003922, GO:0046872, GO:0006807, GO:0003824, GO:0016462, GO:0051539, GO:0016874, GO:0016765, GO:0051536, GO:0009234, GO:0006164, GO:0016829, GO:0009116, GO:0006177, GO:0006166, GO:0006541, GO:0044238, GO:0005524	A0A6A5L7N9	
contig_253	893	126.331	9.88761E-33	dbj|GFC96034.1|guanylate kinase 2-like isoform X2 [Tanacetum cinerariifolium]	GO:0000166, GO:0046037, GO:0006163, GO:0004385, GO:0016310, GO:0016740, GO:0046710, GO:0016301, GO:0005524	A0A699SEJ8	
contig_75	786	503.827	2.26125E-179	gb|KAF1853060.1|hypothetical protein Lal_00009418 [Lupinus albus]	GO:1902560, GO:0003920, GO:0016491, GO:0046872, GO:0003824, GO:0006163, GO:0009117, GO:0006144	A0A6A5KZ42	
contig_2624	501	35.8094	6.37466	gb|THU43825.1|hypothetical protein C4D60_Mb02t00880 [Musa balbisiana]	GO:0003677, GO:0032968, GO:0006139, GO:0005634, GO:0003676	A0A4S8I7E2	
contig_3124	1381	281.567	4.63738E-85	gb|KAF1853389.1|hypothetical protein Lal_00009756 [Lupinus albus]	GO:0000287, GO:0000166, GO:0005525, GO:0003924, GO:0097159, GO:0016310, GO:0016740, GO:0016301, GO:0019205, GO:1901363, GO:0042254, GO:0046940, GO:0006139, GO:0004017, GO:0005524	A0A6A5KXY2	
contig_820	738	157.918	4.41584E-41	gb|EEC76122.1|hypothetical protein OsI_13390 [Oryza sativa Indica Group]	GO:0003887, GO:0003824, GO:0016020, GO:0016740, GO:0071897, GO:0050734, GO:0016787, GO:0016887, GO:0016746, GO:0030163, GO:0006139, GO:0005524, GO:0000166, GO:0008408, GO:0016491, GO:0050660, GO:0045454, GO:0006508, GO:0090305, GO:0006260, GO:0016779, GO:0016757, GO:0016818, GO:0004386, GO:0003676, GO:0004148	B8AR20	
contig_2474	610	85.1149	1.89636E-16	gb|KAF2281985.1|hypothetical protein GH714_042809 [Hevea brasiliensis]	GO:0000166, GO:0005525, GO:0006260, GO:0016491, GO:0097159, GO:0004748, GO:1901363, GO:0042254, GO:0006364, GO:0006139, GO:0005524	A0A6A6K0K3	
contig_1717	575	56.225	1.19955E-6	gb|KAF1857898.1|hypothetical protein Lal_00010407 [Lupinus albus]	GO:0003677, GO:0003887, GO:0008408, GO:0004518, GO:0003824, GO:0071897, GO:0016740, GO:0016787, GO:0016788, GO:0090305, GO:0016779, GO:0006260, GO:0006261, GO:0006139, GO:0003676	A0A6A5LCT0	
contig_417	589	94.3597	1.11492E-19	gb|KAF1856449.1|hypothetical protein Lal_00049245 [Lupinus albus]	GO:0003677, GO:0003887, GO:0008408, GO:0004518, GO:0003824, GO:0016740, GO:0071897, GO:0016787, GO:0016788, GO:0006281, GO:0090305, GO:0016779, GO:0006260, GO:0006261, GO:0006284, GO:0006139, GO:0008725, GO:0003676	A0A6A5L6Q5	
contig_2033	553	200.675	5.74585E-57	gb|KAF1856449.1|hypothetical protein Lal_00049245 [Lupinus albus]	GO:0003677, GO:0003887, GO:0008408, GO:0004518, GO:0003824, GO:0016740, GO:0071897, GO:0016787, GO:0016788, GO:0006281, GO:0090305, GO:0016779, GO:0006260, GO:0006261, GO:0006284, GO:0006139, GO:0008725, GO:0003676	A0A6A5L6Q5	
